Name,Url,PFS Legality,Rarity,Traits,Category,Subcategory,Level,Price,Bulk,Spoilers?
Olefactory Obfuscator,https://2e.aonprd.com/Equipment.aspx?ID=690,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,3,9.0,L,—
Snapleaf,https://2e.aonprd.com/Equipment.aspx?ID=512,,Common,"Consumable, Illusion, Magical, Talisman",Consumables,Talismans,3,9.0,—,—
Torrent Snare,https://2e.aonprd.com/Equipment.aspx?ID=579,—,Uncommon,"Consumable, Mechanical, Snare, Trap",Snares,—,3,9.0,—,Extinction Curse
Acid Flask (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=74,,Common,"Acid, Alchemical, Bomb, Consumable, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Alchemist's Fire (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=75,,Common,"Alchemical, Bomb, Consumable, Fire, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Beacon Shot,https://2e.aonprd.com/Equipment.aspx?ID=159,,Common,"Consumable, Evocation, Magical",Consumables,Ammunition,3,10.0,—,—
Blight Bomb (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=684,,Common,"Alchemical, Bomb, Consumable, Poison, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Bottled Lightning (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=76,,Common,"Alchemical, Bomb, Consumable, Electricity, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Cold Iron Blanch (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=861,,Uncommon,"Alchemical, Consumable, Precious",Alchemical Items,Alchemical Tools,3,10.0,L,—
Cytillesh Oil,https://2e.aonprd.com/Equipment.aspx?ID=110,,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,3,10.0,L,—
Dread Ampoule (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=686,,Common,"Alchemical, Bomb, Consumable, Emotion, Fear, Mental, Poison, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Feather Token (Chest),https://2e.aonprd.com/Equipment.aspx?ID=244,,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,3,10.0,—,—
Frost Vial (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=77,,Common,"Alchemical, Bomb, Cold, Consumable, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Ghost Charge (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=687,,Common,"Alchemical, Bomb, Consumable, Positive, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Graveroot,https://2e.aonprd.com/Equipment.aspx?ID=116,,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,3,10.0,L,—
Peshspine Grenade (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=549,—,Uncommon,"Alchemical, Bomb, Consumable, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,Age of Ashes
Psychic Warding Bracelet,https://2e.aonprd.com/Equipment.aspx?ID=854,,Common,Consumable,Consumables,Other Consumables,3,10.0,L,—
Quickpatch Glue,https://2e.aonprd.com/Equipment.aspx?ID=848,,Uncommon,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,3,10.0,L,—
Redpitch Bomb (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=906,—,Rare,"Alchemical, Bomb, Consumable, Fire, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Shiver,https://2e.aonprd.com/Equipment.aspx?ID=627,—,Common,"Alchemical, Consumable, Drug, Ingested, Poison",Alchemical Items,Drugs,3,10.0,L,—
Survey Map,https://2e.aonprd.com/Equipment.aspx?ID=65,,Uncommon,—,Adventuring Gear,—,3,10.0,L,—
Tanglefoot Bag (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=78,,Common,"Alchemical, Bomb, Consumable",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Thunderstone (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=79,,Common,"Alchemical, Bomb, Consumable, Sonic, Splash",Alchemical Items,Alchemical Bombs,3,10.0,L,—
Vine Arrow,https://2e.aonprd.com/Equipment.aspx?ID=170,,Common,"Conjuration, Consumable, Magical",Consumables,Ammunition,3,10.0,—,—
Metalmist Sphere (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=853,,Uncommon,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,3,11.0,L,—
Potion of Water Breathing,https://2e.aonprd.com/Equipment.aspx?ID=196,,Common,"Consumable, Magical, Potion, Transmutation",Consumables,Potions,3,11.0,L,—
Sleep Arrow,https://2e.aonprd.com/Equipment.aspx?ID=166,,Common,"Consumable, Enchantment, Magical, Mental, Sleep",Consumables,Ammunition,3,11.0,—,—
2nd-Level Scroll,https://2e.aonprd.com/Equipment.aspx?ID=640,,Common,"Consumable, Magical, Scroll",Consumables,Scrolls,3,12.0,L,—
Alignment Ampoule (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=852,,Uncommon,"Alchemical, Bomb, Consumable",Alchemical Items,Alchemical Bombs,3,12.0,L,—
Aurifying Salts,https://2e.aonprd.com/Equipment.aspx?ID=805,—,Uncommon,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,3,12.0,L,Agents of Edgewatch
Bestial Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=82,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Cognitive Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=87,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Drakeheart Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=688,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Energy Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=474,—,Uncommon,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,The Fall of Plaguestone
Healing Potion (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=186,,Common,"Consumable, Healing, Magical, Necromancy, Positive, Potion",Consumables,Potions,3,12.0,L,—
Juggernaut Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=94,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Oil of Unlife (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=718,,Common,"Consumable, Magical, Necromancy, Negative, Oil",Consumables,Oils,3,12.0,L,—
Potion of Retaliation (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=721,,Common,"Consumable, Evocation, Magical, Potion",Consumables,Potions,3,12.0,L,—
Quicksilver Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=97,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Serene Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=100,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Silvertongue Mutagen (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=101,,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Spellstrike Ammunition (Type I),https://2e.aonprd.com/Equipment.aspx?ID=167,,Common,"Consumable, Magical, Transmutation",Consumables,Ammunition,3,12.0,—,—
Swamp Lily Quilt,https://2e.aonprd.com/Equipment.aspx?ID=786,,Rare,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,3,12.0,2,—
Vaccine (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=773,,Rare,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,3,12.0,L,—
Violet Venom,https://2e.aonprd.com/Equipment.aspx?ID=651,—,Common,"Alchemical, Consumable, Contact, Poison",Alchemical Items,Alchemical Poisons,3,12.0,L,—
Lock (Average),https://2e.aonprd.com/Equipment.aspx?ID=30,,Common,—,Adventuring Gear,—,3,15.0,—,—
Dwarven Daisy (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=594,,Uncommon,"Alchemical, Bomb, Consumable, Fire, Splash",Alchemical Items,Alchemical Bombs,3,18.0,L,—
Compass (Lensatic),https://2e.aonprd.com/Equipment.aspx?ID=16,,Common,—,Adventuring Gear,—,3,20.0,L,—
Crowbar (Levered),https://2e.aonprd.com/Equipment.aspx?ID=18,,Common,—,Adventuring Gear,—,3,20.0,L,—
Everyneed Pack,https://2e.aonprd.com/Equipment.aspx?ID=856,,Uncommon,"Conjuration, Invested, Magical",Worn Items,Other Worn Items,3,20.0,—,—
Fishing Tackle (Professional),https://2e.aonprd.com/Equipment.aspx?ID=20,,Common,—,Adventuring Gear,—,3,20.0,1,—
Manacles (Average),https://2e.aonprd.com/Equipment.aspx?ID=32,,Common,—,Adventuring Gear,—,3,20.0,—,—
Recording Rod (Basic),https://2e.aonprd.com/Equipment.aspx?ID=803,—,Uncommon,"Consumable, Divination, Magical, Scrying",Consumables,Other Consumables,3,20.0,1,Agents of Edgewatch
Concealed Sheath,https://2e.aonprd.com/Equipment.aspx?ID=678,,Common,—,Adventuring Gear,—,3,25.0,—,—
Detective's Kit,https://2e.aonprd.com/Equipment.aspx?ID=679,,Common,—,Adventuring Gear,—,3,25.0,1,—
Repair Kit (Superb),https://2e.aonprd.com/Equipment.aspx?ID=43,,Common,—,Adventuring Gear,—,3,25.0,1,—
Fingerprinting Kit,https://2e.aonprd.com/Equipment.aspx?ID=797,—,Uncommon,—,Adventuring Gear,—,3,30.0,L,Agents of Edgewatch
Handcuffs (Average),https://2e.aonprd.com/Equipment.aspx?ID=798,—,Uncommon,—,Adventuring Gear,—,3,30.0,L,Agents of Edgewatch
Scholarly Journal (Compendium),https://2e.aonprd.com/Equipment.aspx?ID=64,,Uncommon,—,Adventuring Gear,—,3,30.0,L,—
Skinsaw Mask,https://2e.aonprd.com/Equipment.aspx?ID=817,—,Uncommon,"Divination, Divine, Evil, Invested, Magical",Worn Items,Other Worn Items,3,30.0,L,Agents of Edgewatch
Climbing Kit (Extreme),https://2e.aonprd.com/Equipment.aspx?ID=14,,Common,—,Adventuring Gear,—,3,40.0,1,—
Disguise Kit (Elite),https://2e.aonprd.com/Equipment.aspx?ID=19,,Common,—,Adventuring Gear,—,3,40.0,L,—
Vestige Lenses,https://2e.aonprd.com/Equipment.aspx?ID=767,,Rare,Alchemical,Alchemical Items,Alchemical Tools,3,40.0,L,—
Cartographer's Kit,https://2e.aonprd.com/Equipment.aspx?ID=847,,Uncommon,—,Adventuring Gear,—,3,42.0,1,—
Manacles of Persuasion,https://2e.aonprd.com/Equipment.aspx?ID=569,,Uncommon,"Magical, Necromancy, Nonlethal",Worn Items,Other Worn Items,3,45.0,1,—
Rope of Climbing (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=743,,Common,"Magical, Transmutation",Held Items,—,3,45.0,L,—
Abadar's Flawless Scale,https://2e.aonprd.com/Equipment.aspx?ID=562,,Uncommon,"Divination, Magical",Held Items,—,3,50.0,1,—
Aeon Stone (Dusty Rose Prism),https://2e.aonprd.com/Equipment.aspx?ID=407,,Uncommon,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,3,50.0,—,—
Artisan's Tools (Sterling),https://2e.aonprd.com/Equipment.aspx?ID=3,,Common,—,Adventuring Gear,—,3,50.0,2,—
Astrolabe (Mariner's),https://2e.aonprd.com/Equipment.aspx?ID=846,,Uncommon,—,Adventuring Gear,—,3,50.0,L,—
Doubling Rings,https://2e.aonprd.com/Equipment.aspx?ID=432,,Common,"Evocation, Invested, Magical",Worn Items,Other Worn Items,3,50.0,—,—
Fashionable Wayfinder,https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Conjuration, Invested, Magical",Worn Items,Other Worn Items,3,50.0,—,—
Fighter's Fork,https://2e.aonprd.com/Equipment.aspx?ID=385,,Common,"Magical, Transmutation",Weapons,Specific Magic Weapons,3,50.0,1,—
Hat of the Magi,https://2e.aonprd.com/Equipment.aspx?ID=443,,Common,"Arcane, Conjuration, Invested",Worn Items,Other Worn Items,3,50.0,—,—
Healer's Tools (Expanded),https://2e.aonprd.com/Equipment.aspx?ID=25,,Common,—,Adventuring Gear,—,3,50.0,1,—
Musical Instrument (Virtuoso Handheld),https://2e.aonprd.com/Equipment.aspx?ID=37,,Common,—,Adventuring Gear,—,3,50.0,1,—
Persona Mask,https://2e.aonprd.com/Equipment.aspx?ID=451,,Common,"Fortune, Illusion, Invested, Magical",Worn Items,Other Worn Items,3,50.0,—,—
Survey Map (Atlas),https://2e.aonprd.com/Equipment.aspx?ID=65,,Uncommon,—,Adventuring Gear,—,3,50.0,L,—
Thieves' Tools (Infiltrator),https://2e.aonprd.com/Equipment.aspx?ID=58,,Common,—,Adventuring Gear,—,3,50.0,L,—
Bracers of Missile Deflection,https://2e.aonprd.com/Equipment.aspx?ID=417,,Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,3,52.0,L,—
Kin-Warding,https://2e.aonprd.com/Equipment.aspx?ID=538,—,Uncommon,"Abjuration, Dwarf, Magical",Runes,Weapon Property Runes,3,52.0,—,Age of Ashes
Alchemist's Lab (Expanded),https://2e.aonprd.com/Equipment.aspx?ID=543,,Common,—,Adventuring Gear,—,3,55.0,6,—
Bullhook,https://2e.aonprd.com/Equipment.aspx?ID=583,—,Uncommon,"Enchantment, Magical",Held Items,—,3,55.0,1,Extinction Curse
Clothing (High-Fashion Fine),https://2e.aonprd.com/Equipment.aspx?ID=15,,Common,—,Adventuring Gear,—,3,55.0,L,—
Golden Legion Epaulet,https://2e.aonprd.com/Equipment.aspx?ID=499,,Uncommon,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,3,55.0,L,—
Returning,https://2e.aonprd.com/Equipment.aspx?ID=301,,Common,"Evocation, Magical",Runes,Weapon Property Runes,3,55.0,—,—
Snare Kit (Specialist),https://2e.aonprd.com/Equipment.aspx?ID=51,,Common,—,Adventuring Gear,—,3,55.0,2,—
Thurible of Revelation (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=267,,Common,"Divination, Divine",Held Items,—,3,55.0,1,—
Channel Protection Amulet,https://2e.aonprd.com/Equipment.aspx?ID=421,,Uncommon,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,3,56.0,—,—
Bracelet of Dashing,https://2e.aonprd.com/Equipment.aspx?ID=415,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,3,58.0,L,—
Aeon Stone (Pearly White Spindle),https://2e.aonprd.com/Equipment.aspx?ID=407,,Uncommon,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,3,60.0,—,—
Coyote Cloak,https://2e.aonprd.com/Equipment.aspx?ID=426,,Common,"Divination, Invested, Magical",Worn Items,Other Worn Items,3,60.0,—,—
Crafter's Eyepiece,https://2e.aonprd.com/Equipment.aspx?ID=427,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,3,60.0,—,—
Dancing Scarf,https://2e.aonprd.com/Equipment.aspx?ID=428,,Common,"Illusion, Invested, Magical, Visual",Worn Items,Other Worn Items,3,60.0,—,—
Maestro's Instrument (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=260,,Common,"Enchantment, Magical",Held Items,—,3,60.0,1,—
Magic Wand (1st-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=368,,Common,"Magical, Wand",Wands,Magic Wands,3,60.0,L,—
Palm Crossbow,https://2e.aonprd.com/Equipment.aspx?ID=766,,Rare,—,Adventuring Gear,—,3,60.0,L,—
Pendant of the Occult,https://2e.aonprd.com/Equipment.aspx?ID=450,,Common,"Divination, Invested, Occult",Worn Items,Other Worn Items,3,60.0,—,—
Retribution Axe,https://2e.aonprd.com/Equipment.aspx?ID=393,,Common,"Enchantment, Magical",Weapons,Specific Magic Weapons,3,60.0,2,—
Staff of Fire,https://2e.aonprd.com/Equipment.aspx?ID=356,,Common,"Evocation, Magical, Staff",Staves,—,3,60.0,1,—
Tracker's Goggles,https://2e.aonprd.com/Equipment.aspx?ID=467,,Common,"Divination, Invested, Magical",Worn Items,Other Worn Items,3,60.0,—,—
Ventriloquist's Ring,https://2e.aonprd.com/Equipment.aspx?ID=468,,Common,"Illusion, Invested, Magical",Worn Items,Other Worn Items,3,60.0,—,—
Sparkblade,https://2e.aonprd.com/Equipment.aspx?ID=904,—,Common,"Evocation, Magical",Weapons,Specific Magic Weapons,3,70.0,L,Troubles in Otari
Musical Instrument (Virtuoso Heavy),https://2e.aonprd.com/Equipment.aspx?ID=37,,Common,—,Adventuring Gear,—,3,100.0,16,—
Heavy Chariot,https://2e.aonprd.com/Vehicles.aspx?ID=4,—,Common,—,Vehicles,—,3,150.0,L,—
Concealable Picks,https://2e.aonprd.com/Equipment.aspx?ID=58,,Common,—,Adventuring Gear,—,4,10.0,L,—
Darkvision Elixir (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=89,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,11.0,L,—
Dragon Turtle Scale,https://2e.aonprd.com/Equipment.aspx?ID=206,,Common,"Consumable, Magical, Talisman, Transmutation",Consumables,Talismans,4,13.0,—,—
Dreamtime Tea,https://2e.aonprd.com/Equipment.aspx?ID=628,—,Common,"Alchemical, Consumable, Drug, Ingested, Poison",Alchemical Items,Drugs,4,13.0,L,—
Fortifying Pebble,https://2e.aonprd.com/Equipment.aspx?ID=522,,Uncommon,"Abjuration, Consumable, Magical, Talisman",Consumables,Talismans,4,13.0,—,—
Stone Fist Elixir,https://2e.aonprd.com/Equipment.aspx?ID=102,,Common,"Alchemical, Consumable, Elixir, Morph",Alchemical Items,Alchemical Elixirs,4,13.0,L,—
Bomber's Eye Elixir (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=83,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,14.0,L,—
Timeless Salts,https://2e.aonprd.com/Equipment.aspx?ID=700,,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,4,14.0,L,—
Barkskin Potion,https://2e.aonprd.com/Equipment.aspx?ID=184,,Common,"Abjuration, Consumable, Potion, Primal",Consumables,Potions,4,15.0,L,—
Biting Snare,https://2e.aonprd.com/Equipment.aspx?ID=329,,Common,"Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,—
Climbing Bolt,https://2e.aonprd.com/Equipment.aspx?ID=160,,Common,"Conjuration, Consumable, Magical",Consumables,Ammunition,4,15.0,—,—
Deteriorating Dust,https://2e.aonprd.com/Equipment.aspx?ID=565,,Uncommon,"Consumable, Evocation, Magical",Consumables,Other Consumables,4,15.0,—,—
Fang Snare,https://2e.aonprd.com/Equipment.aspx?ID=580,—,Uncommon,"Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,Extinction Curse
Feather Token (Fan),https://2e.aonprd.com/Equipment.aspx?ID=244,,Common,"Conjuration, Consumable, Magical",Consumables,Other Consumables,4,15.0,—,—
Focus Cathartic (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=689,,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,4,15.0,L,—
Hobbling Snare,https://2e.aonprd.com/Equipment.aspx?ID=337,,Uncommon,"Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,—
Leadenleg,https://2e.aonprd.com/Equipment.aspx?ID=693,,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,4,15.0,L,—
Salamander Elixir (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=98,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,15.0,L,—
Shrinking Potion,https://2e.aonprd.com/Equipment.aspx?ID=197,,Common,"Consumable, Magical, Potion, Transmutation",Consumables,Potions,4,15.0,L,—
Sinew-Shock Serum (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=691,,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,4,15.0,L,—
Stalker Bane Snare,https://2e.aonprd.com/Equipment.aspx?ID=344,,Uncommon,"Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,—
Trip Snare,https://2e.aonprd.com/Equipment.aspx?ID=347,,Common,"Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,—
Warning Snare,https://2e.aonprd.com/Equipment.aspx?ID=348,,Common,"Auditory, Consumable, Mechanical, Snare, Trap",Snares,—,4,15.0,—,—
Winter Wolf Elixir (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=103,,Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,15.0,L,—
Crystal Shards (Moderate),https://2e.aonprd.com/Equipment.aspx?ID=685,,Common,"Alchemical, Bomb, Consumable, Earth, Splash",Alchemical Items,Alchemical Bombs,4,16.0,L,—
Capsaicin Tonic,https://2e.aonprd.com/Equipment.aspx?ID=903,—,Uncommon,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,4,17.0,L,Troubles in Otari
Viper Arrow,https://2e.aonprd.com/Equipment.aspx?ID=171,,Common,"Conjuration, Consumable, Magical",Consumables,Ammunition,4,17.0,—,—
Mistform Elixir (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=96,,Common,"Alchemical, Consumable, Elixir, Illusion, Visual",Alchemical Items,Alchemical Elixirs,4,18.0,L,—
Applereed Mutagen (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=783,,Rare,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Elixirs,4,20.0,L,—
Bloodseeker Beak,https://2e.aonprd.com/Equipment.aspx?ID=201,,Common,"Consumable, Magical, Necromancy, Talisman",Consumables,Talismans,4,20.0,—,—
Fear Gem,https://2e.aonprd.com/Equipment.aspx?ID=211,,Common,"Consumable, Enchantment, Fear, Magical, Mental, Talisman",Consumables,Talismans,4,20.0,—,—
Invisibility Potion,https://2e.aonprd.com/Equipment.aspx?ID=187,,Uncommon,"Consumable, Illusion, Magical, Potion",Consumables,Potions,4,20.0,L,—
Zerk,https://2e.aonprd.com/Equipment.aspx?ID=629,—,Common,"Alchemical, Consumable, Drug, Injury, Poison",Alchemical Items,Drugs,4,20.0,L,—
Striking,https://2e.aonprd.com/Equipment.aspx?ID=280,,Common,"Evocation, Magical",Runes,Fundamental Weapon Runes,4,65.0,—,—
Bag of Holding (Type I),https://2e.aonprd.com/Equipment.aspx?ID=249,,Common,"Conjuration, Extradimensional, Magical",Held Items,—,4,75.0,1,—
Ghost Touch,https://2e.aonprd.com/Equipment.aspx?ID=297,,Common,"Magical, Transmutation",Runes,Weapon Property Runes,4,75.0,—,—
Mortar of Hidden Meaning,https://2e.aonprd.com/Equipment.aspx?ID=571,,Common,"Divination, Magical",Held Items,—,4,75.0,L,—
Sealing Chest (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=851,,Uncommon,"Abjuration, Magical",Held Items,—,4,75.0,L,—
Concealable Thieves' Tools,https://2e.aonprd.com/Equipment.aspx?ID=58,,Common,—,Adventuring Gear,—,4,80.0,L,—
Healer's Gloves,https://2e.aonprd.com/Equipment.aspx?ID=444,,Common,"Invested, Magical, Necromancy",Worn Items,Other Worn Items,4,80.0,L,—
Hunter's Arrowhead,https://2e.aonprd.com/Equipment.aspx?ID=483,—,Rare,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,4,80.0,—,Age of Ashes
Lifting Belt,https://2e.aonprd.com/Equipment.aspx?ID=447,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,4,80.0,L,—
Spyglass (Fine),https://2e.aonprd.com/Equipment.aspx?ID=54,,Common,—,Adventuring Gear,—,4,80.0,L,—
Wayfinder of Rescue,https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Evocation, Invested, Magical",Worn Items,Other Worn Items,4,80.0,—,—
Aeon Stone (Azure Briolette),https://2e.aonprd.com/Equipment.aspx?ID=407,,Uncommon,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,4,85.0,—,—
Demon Mask,https://2e.aonprd.com/Equipment.aspx?ID=430,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,4,85.0,L,—
Talisman Cord (Lesser),https://2e.aonprd.com/Equipment.aspx?ID=883,,Uncommon,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,4,85.0,—,—
Animal Staff,https://2e.aonprd.com/Equipment.aspx?ID=349,,Common,"Divination, Magical, Staff",Staves,—,4,90.0,1,—
Blessed Tattoo,https://2e.aonprd.com/Equipment.aspx?ID=498,,Uncommon,"Abjuration, Invested, Magical, Tattoo",Tattoos,—,4,90.0,—,—
Cloak of Repute,https://2e.aonprd.com/Equipment.aspx?ID=510,,Common,"Enchantment, Invested, Magical",Worn Items,Other Worn Items,4,90.0,1,—
Exquisite Sword Cane,https://2e.aonprd.com/Weapons.aspx?ID=132,—,Common,"Agile, Concealable, Finesse, Parry, Twin",Weapons,Base Weapons,4,90.0,1,Agents of Edgewatch
Mentalist's Staff,https://2e.aonprd.com/Equipment.aspx?ID=350,,Common,"Divination, Magical, Staff",Staves,—,4,90.0,1,—
Poisoner's Staff,https://2e.aonprd.com/Equipment.aspx?ID=838,—,Uncommon,"Conjuration, Magical, Necromancy, Staff",Staves,—,4,90.0,1,Agents of Edgewatch
Staff of Healing,https://2e.aonprd.com/Equipment.aspx?ID=357,,Common,"Magical, Necromancy, Staff",Staves,—,4,90.0,1,—
Alchemist Goggles,https://2e.aonprd.com/Equipment.aspx?ID=408,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,4,100.0,—,—
Arcane Scroll Case of Simplicity,https://2e.aonprd.com/Equipment.aspx?ID=525,,Uncommon,"Invested, Magical, Transmutation",Held Items,—,4,100.0,—,—
Divine Scroll Case of Simplicity,https://2e.aonprd.com/Equipment.aspx?ID=525,,Uncommon,"Invested, Magical, Transmutation",Held Items,—,4,100.0,—,—
Handwraps of Mighty Blows (+1 Striking),https://2e.aonprd.com/Equipment.aspx?ID=441,,Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,4,100.0,—,—
Magic Weapon (+1 Striking),https://2e.aonprd.com/Equipment.aspx?ID=380,,Common,"Evocation, Magical",Weapons,Basic Magic Weapons,4,100.0,—,—
Marvelous Calliope,https://2e.aonprd.com/Equipment.aspx?ID=587,,Uncommon,"Conjuration, Magical, Structure",Structures,—,4,100.0,L,Extinction Curse
Occult Scroll Case of Simplicity,https://2e.aonprd.com/Equipment.aspx?ID=525,,Uncommon,"Invested, Magical, Transmutation",Held Items,—,4,100.0,—,—
Primal Scroll Case of Simplicity,https://2e.aonprd.com/Equipment.aspx?ID=525,,Uncommon,"Invested, Magical, Transmutation",Held Items,—,4,100.0,—,—
Shining Wayfinder,https://2e.aonprd.com/Equipment.aspx?ID=470,,Uncommon,"Abjuration, Divination, Evocation, Invested, Magical",Worn Items,Other Worn Items,4,100.0,—,—
Sleeves of Storage,https://2e.aonprd.com/Equipment.aspx?ID=745,,Common,"Conjuration, Extradimensional, Invested, Magical",Worn Items,Other Worn Items,4,100.0,L,—
Sturdy Shield (Minor),https://2e.aonprd.com/Equipment.aspx?ID=327,,Common,"Abjuration, Magical",Shields,Specific Shields,4,100.0,1,—
Wand of Widening (1st-Level Spell),https://2e.aonprd.com/Equipment.aspx?ID=373,,Common,"Magical, Wand",Wands,Specialty Wands,4,100.0,L,—
